Timestamp,Log_Level,Component,User_ID,IP_Address,Location,Session_Duration,User_Agent,Action_Taken,Attack_Type,Is_Anomalous
2025-06-11 00:55:41,WARN,API,user_9,28.196.90.86,Pune,48.68,Mozilla/5.0,None,None,0
2025-06-11 07:32:49,INFO,API,user_2,68.156.114.87,Pune,64.82,Mozilla/5.0,None,None,0
2025-06-11 11:44:43,INFO,DB,user_12,114.135.198.216,Pune,55.2,Nmap/7.91,None,None,1
2025-06-10 18:07:38,INFO,API,user_76,85.166.174.66,Mumbai,43.85,sqlmap/1.5,None,None,1
2025-06-10 21:32:00,WARN,WebApp,user_38,137.194.190.215,Bengaluru,79.77,Mozilla/5.0,None,None,0
2025-06-11 08:45:45,INFO,WebApp,user_83,31.86.216.253,Chennai,110.18,curl/7.79.1,None,None,1
2025-06-10 22:37:32,ERROR,DB,user_30,87.61.206.133,Pune,34.16,python-requests/2.25.1,None,None,0
2025-06-10 18:49:16,INFO,Auth,user_39,150.34.103.246,Delhi,118.57,sqlmap/1.5,None,None,1
2025-06-10 15:40:09,ERROR,Login,user_28,152.235.54.21,Hyderabad,70.23,curl/7.79.1,None,None,1
2025-06-10 17:22:50,INFO,DB,user_68,144.211.71.229,Mumbai,102.61,curl/7.79.1,None,None,1
2025-06-11 11:37:59,INFO,Login,user_5,161.42.30.100,Delhi,4.82,python-requests/2.25.1,None,None,0
2025-06-11 10:41:18,INFO,WebApp,user_3,74.186.220.174,Delhi,112.84,Mozilla/5.0,None,XSS,1
2025-06-11 05:17:23,INFO,DB,user_76,175.76.138.147,Chennai,68.02,sqlmap/1.5,None,Brute Force Attempt,1
2025-06-10 19:32:15,INFO,WebApp,user_46,139.90.44.61,Chennai,36.6,Mozilla/5.0,None,None,0
2025-06-10 16:15:44,INFO,API,user_44,90.222.149.220,Pune,101.44,Nmap/7.91,None,None,1
2025-06-10 13:36:15,INFO,WebApp,user_87,92.254.77.74,Pune,66.14,curl/7.79.1,None,None,1
2025-06-11 00:57:12,ERROR,API,user_92,107.158.191.171,Pune,9.84,curl/7.79.1,Quarantined file,XSS,1
2025-06-11 06:20:59,WARN,Auth,user_17,173.40.216.244,Bengaluru,79.09,Nmap/7.91,None,None,1
2025-06-11 01:30:43,ERROR,Login,user_81,19.63.212.56,Pune,12.93,curl/7.79.1,None,None,1
2025-06-10 16:19:33,ERROR,WebApp,user_100,16.114.229.23,Delhi,31.36,sqlmap/1.5,Blocked IP,SQL Injection,1
2025-06-11 06:43:41,INFO,Auth,user_60,162.221.78.24,Delhi,45.99,curl/7.79.1,None,None,1
2025-06-10 20:47:27,WARN,Auth,user_55,40.151.141.35,Hyderabad,39.54,curl/7.79.1,None,None,1
2025-06-11 10:40:08,WARN,DB,user_81,177.82.91.210,Bengaluru,99.78,curl/7.79.1,Quarantined file,XSS,1
2025-06-10 17:40:57,INFO,Login,user_15,170.81.40.2,Pune,41.09,Mozilla/5.0,None,None,0
2025-06-11 11:41:27,INFO,WebApp,user_73,43.93.128.115,Delhi,3.16,python-requests/2.25.1,IP Flagged,Brute Force Attempt,1
2025-06-10 16:28:55,ERROR,Login,user_86,127.220.1.28,Pune,62.96,sqlmap/1.5,None,None,1
2025-06-11 01:11:31,WARN,DB,user_87,53.170.154.62,Pune,94.17,curl/7.79.1,None,None,1
2025-06-10 20:02:31,WARN,DB,user_42,30.53.5.150,Delhi,112.37,Nmap/7.91,None,None,1
2025-06-10 21:56:09,WARN,Auth,user_63,191.21.183.160,Mumbai,99.52,python-requests/2.25.1,None,None,0
2025-06-11 09:10:24,INFO,Login,user_82,173.249.30.216,Pune,67.55,sqlmap/1.5,None,None,1
2025-06-11 06:23:18,INFO,Auth,user_37,166.29.96.252,Bengaluru,31.26,Mozilla/5.0,None,None,0
2025-06-11 10:30:09,INFO,API,user_56,57.147.229.225,Hyderabad,53.92,Mozilla/5.0,None,None,0
2025-06-10 15:11:26,WARN,DB,user_99,128.231.217.65,Pune,19.55,python-requests/2.25.1,None,SQL Injection,1
2025-06-10 21:47:12,INFO,Login,user_62,100.5.188.181,Mumbai,81.25,sqlmap/1.5,None,None,1
2025-06-10 18:33:19,INFO,WebApp,user_58,118.72.14.254,Hyderabad,55.57,sqlmap/1.5,IP Flagged,SQL Injection,1
2025-06-10 15:40:26,INFO,API,user_23,101.60.94.242,Delhi,49.08,python-requests/2.25.1,None,None,0
2025-06-11 10:17:36,INFO,Auth,user_6,122.31.31.30,Bengaluru,54.61,curl/7.79.1,None,None,1
2025-06-10 12:00:49,ERROR,DB,user_91,46.167.100.37,Hyderabad,72.92,curl/7.79.1,None,None,1
2025-06-11 03:45:19,ERROR,API,user_13,102.12.132.184,Pune,95.96,python-requests/2.25.1,IP Flagged,Privilege Escalation,1
2025-06-11 01:59:11,WARN,DB,user_63,148.29.165.184,Mumbai,45.8,curl/7.79.1,IP Flagged,Brute Force Attempt,1
2025-06-11 03:39:51,ERROR,API,user_69,130.153.7.103,Mumbai,81.44,python-requests/2.25.1,None,SQL Injection,1
2025-06-10 17:15:29,ERROR,Auth,user_64,51.175.97.99,Mumbai,1.46,Nmap/7.91,None,None,1
2025-06-11 09:21:32,INFO,API,user_15,114.108.194.123,Hyderabad,81.93,python-requests/2.25.1,None,None,0
2025-06-10 22:44:12,INFO,DB,user_47,75.59.61.182,Chennai,58.56,Nmap/7.91,IP Flagged,SQL Injection,1
2025-06-11 06:48:23,INFO,DB,user_24,148.107.98.54,Bengaluru,89.35,Mozilla/5.0,None,None,0
2025-06-10 12:03:17,INFO,Auth,user_63,175.131.55.243,Hyderabad,6.51,Nmap/7.91,None,None,1
2025-06-10 19:14:51,INFO,Login,user_3,74.174.160.56,Bengaluru,118.19,Nmap/7.91,None,None,1
2025-06-10 18:22:45,WARN,API,user_67,50.53.122.52,Chennai,90.09,sqlmap/1.5,IP Flagged,Privilege Escalation,1
2025-06-10 22:38:21,INFO,API,user_47,23.180.180.63,Chennai,109.75,sqlmap/1.5,None,None,1
2025-06-10 16:12:55,INFO,DB,user_40,139.235.146.17,Delhi,1.15,python-requests/2.25.1,None,None,0
2025-06-11 02:18:19,WARN,WebApp,user_83,154.243.97.5,Mumbai,72.13,sqlmap/1.5,None,None,1
2025-06-10 13:50:29,ERROR,API,user_64,53.248.92.217,Hyderabad,46.37,curl/7.79.1,None,None,1
2025-06-11 02:59:45,WARN,Login,user_62,62.73.4.235,Chennai,26.03,sqlmap/1.5,None,None,1
2025-06-11 11:56:42,INFO,Login,user_56,42.14.55.145,Chennai,1.77,curl/7.79.1,Blocked IP,Brute Force Attempt,1
2025-06-11 03:45:01,INFO,Auth,user_18,99.239.193.80,Mumbai,17.14,curl/7.79.1,None,None,1
2025-06-11 09:44:44,INFO,Auth,user_68,75.225.35.204,Bengaluru,30.32,Mozilla/5.0,None,None,0
2025-06-10 21:37:59,INFO,WebApp,user_71,108.82.191.22,Mumbai,99.36,Nmap/7.91,IP Flagged,Brute Force Attempt,1
2025-06-11 07:34:23,WARN,API,user_58,102.209.228.36,Chennai,91.5,python-requests/2.25.1,None,None,0
2025-06-11 00:18:43,INFO,API,user_14,62.30.29.182,Hyderabad,117.09,curl/7.79.1,None,None,1
2025-06-10 19:50:42,INFO,API,user_62,102.164.135.171,Pune,61.17,Mozilla/5.0,None,None,0
2025-06-10 17:55:48,WARN,DB,user_77,166.252.54.60,Pune,9.03,Nmap/7.91,Blocked IP,XSS,1
2025-06-11 07:33:44,ERROR,Auth,user_13,119.158.62.155,Delhi,4.39,curl/7.79.1,None,None,1
2025-06-10 16:27:43,ERROR,API,user_26,57.217.176.170,Hyderabad,87.28,sqlmap/1.5,None,None,1
2025-06-10 13:52:44,INFO,API,user_38,88.56.39.27,Mumbai,16.72,python-requests/2.25.1,None,None,0
2025-06-10 17:33:22,INFO,Login,user_60,38.99.253.32,Hyderabad,84.17,Mozilla/5.0,None,None,0
2025-06-10 17:04:46,INFO,Login,user_44,124.21.163.254,Chennai,17.2,sqlmap/1.5,None,None,1
2025-06-10 14:17:44,WARN,Auth,user_35,124.217.9.2,Mumbai,80.23,Nmap/7.91,None,None,1
2025-06-10 14:31:25,INFO,Auth,user_2,129.102.217.138,Delhi,76.64,curl/7.79.1,None,Privilege Escalation,1
2025-06-11 01:09:42,ERROR,Auth,user_74,142.226.203.67,Mumbai,69.1,Nmap/7.91,None,None,1
2025-06-11 02:07:48,INFO,DB,user_83,20.111.149.38,Mumbai,16.57,Mozilla/5.0,None,None,0
2025-06-11 11:39:10,INFO,DB,user_28,169.219.194.110,Pune,15.4,Mozilla/5.0,None,None,0
2025-06-11 07:26:02,INFO,DB,user_28,54.211.174.224,Delhi,30.22,python-requests/2.25.1,None,None,0
2025-06-11 03:14:48,INFO,API,user_17,104.78.104.232,Chennai,104.9,curl/7.79.1,None,SQL Injection,1
2025-06-11 09:17:33,WARN,Login,user_56,111.116.58.209,Pune,23.29,Nmap/7.91,Quarantined file,Brute Force Attempt,1
2025-06-11 02:01:59,ERROR,DB,user_3,11.82.200.25,Hyderabad,109.09,Nmap/7.91,None,None,1
2025-06-10 23:59:32,WARN,Login,user_91,122.51.67.203,Bengaluru,69.85,Nmap/7.91,None,None,1
2025-06-10 18:57:06,INFO,WebApp,user_15,137.158.71.138,Bengaluru,87.3,curl/7.79.1,None,None,1
2025-06-11 06:22:13,ERROR,Auth,user_47,96.247.163.237,Hyderabad,73.34,Mozilla/5.0,None,None,0
2025-06-11 11:18:49,INFO,Auth,user_6,102.40.82.62,Bengaluru,10.76,Mozilla/5.0,None,None,0
2025-06-11 06:18:47,INFO,Login,user_38,73.147.147.18,Pune,14.77,Mozilla/5.0,None,None,0
2025-06-11 06:57:53,WARN,Auth,user_15,104.21.152.17,Pune,20.22,curl/7.79.1,None,None,1
2025-06-10 20:35:14,WARN,API,user_21,132.109.190.44,Delhi,3.17,Mozilla/5.0,None,None,0
2025-06-11 04:12:12,INFO,Login,user_75,61.15.59.143,Mumbai,106.97,python-requests/2.25.1,None,None,0
2025-06-11 07:55:44,INFO,API,user_34,165.19.147.109,Bengaluru,53.97,python-requests/2.25.1,None,SQL Injection,1
2025-06-11 04:12:42,INFO,WebApp,user_72,74.133.160.247,Chennai,25.82,curl/7.79.1,None,None,1
2025-06-11 00:14:30,INFO,Login,user_23,136.188.209.176,Bengaluru,29.63,Mozilla/5.0,None,None,0
2025-06-11 05:32:50,ERROR,API,user_51,66.238.57.3,Hyderabad,14.39,Mozilla/5.0,Quarantined file,Privilege Escalation,1
2025-06-11 06:03:35,WARN,DB,user_49,22.113.28.45,Mumbai,52.76,sqlmap/1.5,Blocked IP,Brute Force Attempt,1
2025-06-10 23:05:56,WARN,DB,user_6,129.182.17.239,Chennai,57.22,python-requests/2.25.1,None,None,0
2025-06-11 05:22:24,INFO,API,user_20,110.132.189.201,Hyderabad,91.88,python-requests/2.25.1,None,None,0
2025-06-10 17:51:00,INFO,WebApp,user_64,12.255.215.12,Mumbai,62.03,Mozilla/5.0,None,None,0
2025-06-10 19:36:41,WARN,Login,user_99,90.237.203.115,Bengaluru,65.31,Nmap/7.91,None,Brute Force Attempt,1
2025-06-11 04:38:06,INFO,Login,user_99,185.219.227.50,Hyderabad,19.67,sqlmap/1.5,None,None,1
2025-06-10 14:22:52,INFO,Login,user_2,39.71.241.25,Delhi,77.02,curl/7.79.1,None,Brute Force Attempt,1
2025-06-10 20:05:59,ERROR,Login,user_80,143.146.70.201,Mumbai,65.84,curl/7.79.1,None,None,1
2025-06-10 17:21:22,INFO,WebApp,user_73,143.185.32.41,Mumbai,59.04,curl/7.79.1,None,SQL Injection,1
2025-06-11 10:42:44,INFO,DB,user_32,40.152.45.131,Mumbai,107.8,curl/7.79.1,None,None,1
2025-06-11 01:41:11,INFO,API,user_23,39.246.253.120,Chennai,70.63,Mozilla/5.0,None,None,0
2025-06-11 05:27:28,INFO,Auth,user_7,21.144.79.147,Delhi,9.77,Mozilla/5.0,Blocked IP,Brute Force Attempt,1
2025-06-11 02:18:11,WARN,DB,user_61,191.160.235.11,Bengaluru,61.14,sqlmap/1.5,None,None,1
2025-06-10 20:42:44,ERROR,Auth,user_13,54.185.185.249,Delhi,83.01,curl/7.79.1,None,None,1
2025-06-10 19:27:28,INFO,API,user_41,26.181.130.216,Pune,43.34,python-requests/2.25.1,IP Flagged,SQL Injection,1
2025-06-10 23:13:17,WARN,WebApp,user_98,152.193.136.106,Delhi,62.13,python-requests/2.25.1,None,None,0
2025-06-11 07:58:56,INFO,API,user_24,134.202.19.53,Bengaluru,7.71,python-requests/2.25.1,Blocked IP,SQL Injection,1
2025-06-11 09:29:25,WARN,WebApp,user_99,189.152.223.51,Chennai,80.65,python-requests/2.25.1,None,None,0
2025-06-10 20:21:23,INFO,Login,user_9,188.135.113.45,Delhi,39.94,sqlmap/1.5,None,None,1
2025-06-11 09:01:54,INFO,WebApp,user_71,67.10.244.141,Bengaluru,15.64,Mozilla/5.0,None,None,0
2025-06-10 22:49:18,WARN,Auth,user_75,32.18.107.154,Delhi,41.77,Nmap/7.91,None,None,1
2025-06-11 08:56:43,INFO,API,user_4,102.15.47.152,Chennai,47.89,Mozilla/5.0,None,Privilege Escalation,1
2025-06-10 18:30:48,WARN,API,user_79,163.94.7.49,Bengaluru,32.45,Nmap/7.91,None,SQL Injection,1
2025-06-11 03:50:44,WARN,Login,user_38,56.213.174.150,Mumbai,116.73,curl/7.79.1,None,None,1
2025-06-10 22:49:19,ERROR,WebApp,user_51,126.90.5.82,Delhi,117.52,Mozilla/5.0,None,None,0
2025-06-10 17:57:37,WARN,Login,user_36,41.44.126.220,Pune,104.17,Nmap/7.91,None,None,1
2025-06-10 20:03:40,INFO,API,user_92,130.196.31.251,Hyderabad,16.44,sqlmap/1.5,None,Brute Force Attempt,1
2025-06-10 23:04:10,WARN,API,user_8,108.125.216.128,Hyderabad,73.36,Mozilla/5.0,None,None,0
2025-06-10 17:59:28,INFO,Login,user_26,153.222.160.249,Chennai,80.01,Nmap/7.91,Blocked IP,SQL Injection,1
2025-06-10 20:27:42,WARN,WebApp,user_87,190.169.139.153,Bengaluru,12.41,curl/7.79.1,None,None,1
2025-06-11 05:28:30,WARN,Auth,user_52,168.190.50.238,Mumbai,113.73,Mozilla/5.0,None,None,0
2025-06-10 12:23:24,INFO,DB,user_70,34.112.47.157,Mumbai,61.49,sqlmap/1.5,IP Flagged,SQL Injection,1
2025-06-11 06:14:06,INFO,Auth,user_100,98.38.249.113,Delhi,44.78,sqlmap/1.5,Quarantined file,Brute Force Attempt,1
2025-06-11 05:07:30,INFO,Login,user_59,66.138.229.235,Hyderabad,29.47,Mozilla/5.0,Blocked IP,Brute Force Attempt,1
2025-06-11 06:04:19,WARN,Auth,user_61,139.226.104.132,Bengaluru,99.61,Nmap/7.91,None,None,1
2025-06-10 14:04:54,WARN,WebApp,user_49,62.60.34.147,Chennai,114.88,python-requests/2.25.1,IP Flagged,XSS,1
2025-06-10 22:52:46,INFO,Auth,user_47,155.114.82.64,Mumbai,18.34,python-requests/2.25.1,None,None,0
2025-06-11 07:26:33,INFO,Auth,user_55,17.198.109.84,Mumbai,103.9,Nmap/7.91,None,None,1
2025-06-11 05:57:16,WARN,DB,user_79,13.163.8.159,Chennai,106.09,sqlmap/1.5,Blocked IP,Brute Force Attempt,1
2025-06-11 01:48:01,INFO,API,user_40,115.253.199.99,Hyderabad,18.88,Mozilla/5.0,Blocked IP,SQL Injection,1
2025-06-11 11:37:22,WARN,WebApp,user_82,189.6.129.22,Hyderabad,73.35,Mozilla/5.0,None,None,0
2025-06-10 12:41:00,INFO,Auth,user_60,74.194.7.245,Chennai,38.91,python-requests/2.25.1,None,None,0
2025-06-11 03:18:26,WARN,WebApp,user_11,107.43.201.180,Pune,39.31,Mozilla/5.0,None,None,0
2025-06-11 11:29:32,WARN,DB,user_41,66.144.246.213,Bengaluru,117.11,sqlmap/1.5,None,None,1
2025-06-10 17:56:00,INFO,WebApp,user_42,79.201.151.178,Bengaluru,90.44,sqlmap/1.5,Blocked IP,Brute Force Attempt,1
2025-06-10 16:44:15,INFO,Login,user_34,116.220.200.235,Hyderabad,54.78,Nmap/7.91,None,None,1
2025-06-11 07:11:26,INFO,Auth,user_17,113.181.89.102,Delhi,27.84,Nmap/7.91,None,Brute Force Attempt,1
2025-06-10 19:42:25,INFO,WebApp,user_9,44.178.223.147,Bengaluru,49.71,python-requests/2.25.1,None,None,0
2025-06-10 19:19:59,INFO,DB,user_33,190.91.176.74,Hyderabad,114.29,Mozilla/5.0,None,None,0
2025-06-11 02:45:21,INFO,DB,user_52,69.129.75.80,Bengaluru,11.41,curl/7.79.1,None,None,1
2025-06-10 20:54:28,INFO,Login,user_42,97.44.118.99,Hyderabad,53.99,python-requests/2.25.1,None,None,0
2025-06-11 06:40:36,ERROR,Auth,user_68,75.167.249.123,Chennai,8.37,Nmap/7.91,None,None,1
2025-06-10 18:23:20,ERROR,DB,user_49,188.238.207.49,Chennai,8.29,curl/7.79.1,None,SQL Injection,1
2025-06-10 18:22:11,WARN,WebApp,user_46,85.235.192.12,Pune,119.92,python-requests/2.25.1,None,None,0
2025-06-10 21:06:39,INFO,Auth,user_61,165.26.83.205,Mumbai,26.52,sqlmap/1.5,None,None,1
2025-06-10 12:13:34,INFO,API,user_18,177.39.10.118,Bengaluru,36.56,sqlmap/1.5,None,SQL Injection,1
2025-06-10 13:59:19,WARN,DB,user_92,44.244.47.229,Chennai,34.56,Mozilla/5.0,Quarantined file,Privilege Escalation,1
2025-06-10 16:43:11,INFO,WebApp,user_72,130.157.159.164,Bengaluru,58.12,Nmap/7.91,None,None,1
2025-06-10 22:58:54,INFO,WebApp,user_13,184.221.114.69,Hyderabad,103.97,python-requests/2.25.1,None,None,0
2025-06-11 11:55:04,WARN,API,user_55,123.230.33.113,Bengaluru,43.77,Mozilla/5.0,None,None,0
2025-06-10 18:29:50,INFO,WebApp,user_3,84.181.67.219,Chennai,28.37,python-requests/2.25.1,None,XSS,1
2025-06-10 20:43:29,INFO,DB,user_20,51.114.149.210,Mumbai,69.33,Mozilla/5.0,None,None,0
2025-06-10 13:01:14,INFO,Auth,user_6,35.11.192.147,Bengaluru,36.61,python-requests/2.25.1,Blocked IP,SQL Injection,1
2025-06-10 20:46:14,WARN,DB,user_81,78.141.159.13,Mumbai,12.68,sqlmap/1.5,None,None,1
2025-06-10 16:51:55,WARN,DB,user_44,61.104.141.146,Mumbai,50.3,python-requests/2.25.1,IP Flagged,SQL Injection,1
2025-06-10 22:42:52,WARN,API,user_35,90.106.188.253,Bengaluru,89.27,python-requests/2.25.1,None,None,0
2025-06-11 09:10:42,INFO,API,user_63,77.25.193.122,Pune,65.92,Mozilla/5.0,None,None,0
2025-06-10 12:45:43,INFO,API,user_26,116.227.162.91,Chennai,36.24,sqlmap/1.5,Quarantined file,Brute Force Attempt,1
2025-06-11 06:03:48,INFO,WebApp,user_79,48.218.41.64,Delhi,81.51,python-requests/2.25.1,None,None,0
2025-06-11 04:33:33,INFO,WebApp,user_88,134.82.18.169,Delhi,69.62,python-requests/2.25.1,None,XSS,1
2025-06-10 14:42:52,INFO,API,user_72,78.59.247.169,Delhi,64.61,sqlmap/1.5,None,Brute Force Attempt,1
2025-06-11 09:47:24,WARN,Auth,user_4,120.111.7.168,Mumbai,82.66,Nmap/7.91,None,None,1
2025-06-11 10:13:40,INFO,WebApp,user_87,113.181.23.33,Delhi,114.6,Nmap/7.91,Quarantined file,Brute Force Attempt,1
2025-06-10 20:50:50,WARN,WebApp,user_44,94.6.183.168,Bengaluru,42.78,curl/7.79.1,None,None,1
2025-06-10 12:16:13,INFO,Login,user_33,14.254.222.249,Bengaluru,37.97,Mozilla/5.0,IP Flagged,XSS,1
2025-06-10 19:28:24,INFO,Login,user_7,81.132.243.221,Chennai,84.5,curl/7.79.1,None,None,1
2025-06-10 12:02:11,INFO,DB,user_40,39.141.226.106,Delhi,43.36,Mozilla/5.0,None,None,0
2025-06-10 20:15:12,INFO,WebApp,user_99,161.34.11.75,Bengaluru,57.31,sqlmap/1.5,None,None,1
2025-06-11 09:59:40,WARN,DB,user_11,107.129.171.135,Bengaluru,3.69,Nmap/7.91,None,None,1
2025-06-11 10:41:54,WARN,Auth,user_66,67.197.108.29,Pune,66.86,Nmap/7.91,None,None,1
2025-06-11 05:49:25,INFO,API,user_54,89.123.234.57,Delhi,58.06,Mozilla/5.0,None,None,0
2025-06-10 22:35:26,INFO,DB,user_70,66.64.169.194,Delhi,74.19,Nmap/7.91,Quarantined file,Brute Force Attempt,1
2025-06-10 15:56:41,WARN,WebApp,user_36,48.5.40.233,Pune,102.56,Mozilla/5.0,None,None,0
2025-06-11 06:40:21,WARN,Login,user_98,116.254.66.74,Mumbai,69.14,curl/7.79.1,None,Privilege Escalation,1
2025-06-11 04:45:03,INFO,API,user_30,47.113.155.125,Chennai,41.67,sqlmap/1.5,None,None,1
2025-06-11 08:43:10,INFO,Login,user_27,144.144.69.84,Delhi,82.8,python-requests/2.25.1,Blocked IP,XSS,1
2025-06-11 08:47:47,INFO,Auth,user_93,124.113.145.226,Pune,27.47,curl/7.79.1,None,None,1
2025-06-10 12:16:36,INFO,Auth,user_87,192.252.85.177,Chennai,76.86,Nmap/7.91,Blocked IP,SQL Injection,1
2025-06-10 16:50:14,INFO,API,user_57,84.51.15.131,Delhi,103.94,sqlmap/1.5,None,None,1
2025-06-10 12:13:02,WARN,Login,user_83,26.49.170.27,Pune,60.16,Mozilla/5.0,None,None,0
2025-06-10 21:45:44,WARN,API,user_14,157.97.122.171,Pune,26.81,python-requests/2.25.1,Blocked IP,SQL Injection,1
2025-06-10 16:33:48,INFO,DB,user_81,102.146.29.22,Bengaluru,32.96,Mozilla/5.0,None,None,0
2025-06-10 15:17:26,INFO,Auth,user_39,180.61.187.8,Mumbai,29.87,python-requests/2.25.1,Blocked IP,XSS,1
2025-06-10 15:03:40,INFO,API,user_4,23.190.118.204,Hyderabad,40.86,curl/7.79.1,None,Brute Force Attempt,1
2025-06-11 07:25:05,INFO,Auth,user_35,24.187.170.181,Chennai,81.74,Mozilla/5.0,IP Flagged,SQL Injection,1
2025-06-10 14:27:56,INFO,API,user_52,14.8.158.99,Chennai,22.48,sqlmap/1.5,None,SQL Injection,1
2025-06-11 07:06:35,INFO,Login,user_60,184.40.67.116,Delhi,23.0,Mozilla/5.0,None,None,0
2025-06-10 13:37:11,WARN,Auth,user_56,169.117.126.25,Hyderabad,77.52,python-requests/2.25.1,None,None,0
2025-06-10 15:10:44,INFO,DB,user_96,147.174.62.245,Chennai,50.87,sqlmap/1.5,None,None,1
2025-06-11 00:39:33,INFO,Auth,user_16,159.131.71.139,Bengaluru,111.73,curl/7.79.1,None,None,1
2025-06-10 14:41:40,INFO,API,user_36,28.238.119.68,Pune,49.63,sqlmap/1.5,IP Flagged,Privilege Escalation,1
2025-06-11 09:58:23,WARN,DB,user_50,39.191.43.200,Pune,90.41,Mozilla/5.0,None,None,0
2025-06-11 03:22:01,INFO,WebApp,user_26,68.88.173.166,Bengaluru,119.12,python-requests/2.25.1,IP Flagged,Privilege Escalation,1
2025-06-10 14:39:45,INFO,API,user_8,92.245.88.90,Chennai,69.23,python-requests/2.25.1,None,None,0
2025-06-11 02:03:41,INFO,WebApp,user_18,51.240.186.235,Pune,80.75,Mozilla/5.0,None,None,0
2025-06-10 23:59:16,INFO,WebApp,user_21,96.104.186.223,Pune,27.76,Mozilla/5.0,None,None,0
2025-06-10 22:22:13,INFO,WebApp,user_60,54.191.208.119,Bengaluru,63.77,curl/7.79.1,None,None,1
2025-06-11 02:56:54,INFO,DB,user_56,175.253.182.184,Pune,64.18,python-requests/2.25.1,None,None,0
2025-06-10 17:30:00,INFO,WebApp,user_3,139.162.37.83,Mumbai,117.96,Nmap/7.91,Quarantined file,XSS,1
2025-06-10 14:12:16,INFO,API,user_15,141.185.58.78,Chennai,108.82,python-requests/2.25.1,None,Privilege Escalation,1
2025-06-10 16:20:08,ERROR,Login,user_77,184.227.131.2,Pune,73.23,Mozilla/5.0,None,None,0
2025-06-11 05:34:25,WARN,API,user_3,192.226.176.152,Pune,111.5,python-requests/2.25.1,None,None,0
2025-06-10 15:24:53,INFO,Auth,user_90,59.42.210.211,Pune,36.93,python-requests/2.25.1,None,None,0
2025-06-11 10:52:11,INFO,DB,user_2,84.42.101.11,Pune,8.87,sqlmap/1.5,Blocked IP,SQL Injection,1
