Timestamp,Log_Level,Component,User_ID,IP_Address,Location,Session_Duration,User_Agent,Action_Taken,Attack_Type,Is_Anomalous,Hour,DayOfWeek,IsWeekend,IsNight,User_ID_encoded,IP_Address_encoded,Location_encoded,User_Agent_encoded,Attack_Type_encoded,Predicted_Anomaly,Anomaly_Score
2025-06-10 23:47:01,INFO,WebApp,user_14,62.109.123.215,Delhi,5.59,python-requests/2.25.1,Unknown,Unknown,0,23,1,0,1,7,2361,2,3,3,-1,-0.02713437272381003
2025-06-10 15:02:08,ERROR,DB,user_6,134.54.105.148,Delhi,68.29,python-requests/2.25.1,Unknown,Unknown,0,15,1,0,0,57,638,2,3,3,1,0.1173949798447933
2025-06-10 17:58:44,INFO,WebApp,user_35,138.72.140.15,Mumbai,32.51,Nmap/7.91,Unknown,Unknown,1,17,1,0,0,30,708,4,1,3,1,0.11221586938547051
2025-06-11 02:37:33,INFO,DB,user_37,191.56.221.140,Bengaluru,118.31,Nmap/7.91,Unknown,Brute Force Attempt,1,2,2,0,1,32,1670,0,1,0,-1,-0.029462260208092728
2025-06-10 18:30:23,INFO,DB,user_52,19.118.102.33,Delhi,48.97,curl/7.79.1,Unknown,Unknown,1,18,1,0,0,49,1630,2,2,3,1,0.1294767700005821
2025-06-11 07:20:39,INFO,DB,user_3,69.25.211.49,Mumbai,49.29,curl/7.79.1,Unknown,Unknown,1,7,2,0,0,24,2501,4,2,3,1,0.07915708021566475
2025-06-11 08:49:53,WARN,WebApp,user_66,176.189.58.223,Delhi,15.23,curl/7.79.1,Unknown,Unknown,1,8,2,0,0,64,1411,2,2,3,1,0.10135482856014322
2025-06-11 08:45:36,INFO,API,user_43,119.176.46.91,Pune,54.83,Mozilla/5.0,Unknown,Unknown,0,8,2,0,0,39,364,5,0,3,1,0.05545611565712705
2025-06-10 17:36:25,INFO,DB,user_50,145.79.84.78,Mumbai,35.08,Nmap/7.91,Quarantined file,SQL Injection,1,17,1,0,0,47,852,4,1,2,1,0.0961485280212927
2025-06-10 22:45:55,INFO,Auth,user_41,166.203.101.177,Pune,111.89,python-requests/2.25.1,Unknown,Unknown,0,22,1,0,0,37,1240,5,3,3,1,0.049695035717953084
2025-06-10 12:51:40,WARN,Login,user_97,112.101.17.11,Delhi,30.44,Nmap/7.91,Unknown,Unknown,1,12,1,0,0,98,250,2,1,3,1,0.06813593045329136
2025-06-10 14:49:19,INFO,Auth,user_16,116.146.62.153,Mumbai,55.12,Mozilla/5.0,Unknown,Unknown,0,14,1,0,0,9,324,4,0,3,1,0.0668419186898126
2025-06-11 00:55:41,WARN,API,user_9,28.196.90.86,Pune,48.68,Mozilla/5.0,Unknown,Unknown,0,0,2,0,1,90,1814,5,0,3,1,0.0206106404773152
2025-06-11 07:32:49,INFO,API,user_2,68.156.114.87,Pune,64.82,Mozilla/5.0,Unknown,Unknown,0,7,2,0,0,13,2473,5,0,3,1,0.03511962505132782
2025-06-11 11:44:43,INFO,DB,user_12,114.135.198.216,Pune,55.2,Nmap/7.91,Unknown,Unknown,1,11,2,0,0,5,287,5,1,3,1,0.043903307861445806
2025-06-10 18:07:38,INFO,API,user_76,85.166.174.66,Mumbai,43.85,sqlmap/1.5,Unknown,Unknown,1,18,1,0,0,75,2756,4,4,3,1,0.07121516574936781
2025-06-10 21:32:00,WARN,WebApp,user_38,137.194.190.215,Bengaluru,79.77,Mozilla/5.0,Unknown,Unknown,0,21,1,0,0,33,681,0,0,3,1,0.06094146055800853
2025-06-11 08:45:45,INFO,WebApp,user_83,31.86.216.253,Chennai,110.18,curl/7.79.1,Unknown,Unknown,1,8,2,0,0,83,1875,1,2,3,1,0.0700435317644994
2025-06-10 22:37:32,ERROR,DB,user_30,87.61.206.133,Pune,34.16,python-requests/2.25.1,Unknown,Unknown,0,22,1,0,0,25,2802,5,3,3,1,0.042318200809312256
2025-06-10 18:49:16,INFO,Auth,user_39,150.34.103.246,Delhi,118.57,sqlmap/1.5,Unknown,Unknown,1,18,1,0,0,34,942,2,4,3,1,0.06088844179618935
2025-06-10 15:40:09,ERROR,Login,user_28,152.235.54.21,Hyderabad,70.23,curl/7.79.1,Unknown,Unknown,1,15,1,0,0,22,975,3,2,3,1,0.12690986180842773
2025-06-10 17:22:50,INFO,DB,user_68,144.211.71.229,Mumbai,102.61,curl/7.79.1,Unknown,Unknown,1,17,1,0,0,66,826,4,2,3,1,0.10359495733548019
2025-06-11 11:37:59,INFO,Login,user_5,161.42.30.100,Delhi,4.82,python-requests/2.25.1,Unknown,Unknown,0,11,2,0,0,46,1161,2,3,3,1,0.0788661201105692
2025-06-11 10:41:18,INFO,WebApp,user_3,74.186.220.174,Delhi,112.84,Mozilla/5.0,Unknown,XSS,1,10,2,0,0,24,2584,2,0,4,-1,-0.0018532322048356864
2025-06-11 05:17:23,INFO,DB,user_76,175.76.138.147,Chennai,68.02,sqlmap/1.5,Unknown,Brute Force Attempt,1,5,2,0,1,75,1399,1,4,0,-1,-0.008063396766969766
2025-06-10 19:32:15,INFO,WebApp,user_46,139.90.44.61,Chennai,36.6,Mozilla/5.0,Unknown,Unknown,0,19,1,0,0,42,726,1,0,3,1,0.0890725548815639
2025-06-10 16:15:44,INFO,API,user_44,90.222.149.220,Pune,101.44,Nmap/7.91,Unknown,Unknown,1,16,1,0,0,40,2848,5,1,3,1,0.06644165534796809
2025-06-10 13:36:15,INFO,WebApp,user_87,92.254.77.74,Pune,66.14,curl/7.79.1,Unknown,Unknown,1,13,1,0,0,87,2890,5,2,3,1,0.07168003604142315
2025-06-11 00:57:12,ERROR,API,user_92,107.158.191.171,Pune,9.84,curl/7.79.1,Quarantined file,XSS,1,0,2,0,1,93,141,5,2,4,-1,-0.0339991720455326
2025-06-11 06:20:59,WARN,Auth,user_17,173.40.216.244,Bengaluru,79.09,Nmap/7.91,Unknown,Unknown,1,6,2,0,0,10,1362,0,1,3,1,0.0546430996142353
2025-06-11 01:30:43,ERROR,Login,user_81,19.63.212.56,Pune,12.93,curl/7.79.1,Unknown,Unknown,1,1,2,0,1,81,1643,5,2,3,1,0.04247169861426747
2025-06-10 16:19:33,ERROR,WebApp,user_100,16.114.229.23,Delhi,31.36,sqlmap/1.5,Blocked IP,SQL Injection,1,16,1,0,0,3,1116,2,4,2,1,0.05144964428381804
2025-06-11 06:43:41,INFO,Auth,user_60,162.221.78.24,Delhi,45.99,curl/7.79.1,Unknown,Unknown,1,6,2,0,0,58,1181,2,2,3,1,0.10205605532317003
2025-06-10 20:47:27,WARN,Auth,user_55,40.151.141.35,Hyderabad,39.54,curl/7.79.1,Unknown,Unknown,1,20,1,0,0,52,2004,3,2,3,1,0.12401016102768658
2025-06-11 10:40:08,WARN,DB,user_81,177.82.91.210,Bengaluru,99.78,curl/7.79.1,Quarantined file,XSS,1,10,2,0,0,81,1430,0,2,4,1,0.030193802254133595
2025-06-10 17:40:57,INFO,Login,user_15,170.81.40.2,Pune,41.09,Mozilla/5.0,Unknown,Unknown,0,17,1,0,0,8,1311,5,0,3,1,0.06791618536409016
2025-06-11 11:41:27,INFO,WebApp,user_73,43.93.128.115,Delhi,3.16,python-requests/2.25.1,IP Flagged,Brute Force Attempt,1,11,2,0,0,72,2069,2,3,0,1,0.004260157411244192
2025-06-10 16:28:55,ERROR,Login,user_86,127.220.1.28,Pune,62.96,sqlmap/1.5,Unknown,Unknown,1,16,1,0,0,86,509,5,4,3,1,0.06395462887323966
2025-06-11 01:11:31,WARN,DB,user_87,53.170.154.62,Pune,94.17,curl/7.79.1,Unknown,Unknown,1,1,2,0,1,87,2229,5,2,3,1,0.04696232692268465
2025-06-10 20:02:31,WARN,DB,user_42,30.53.5.150,Delhi,112.37,Nmap/7.91,Unknown,Unknown,1,20,1,0,0,38,1863,2,1,3,1,0.07679266429442383
2025-06-10 21:56:09,WARN,Auth,user_63,191.21.183.160,Mumbai,99.52,python-requests/2.25.1,Unknown,Unknown,0,21,1,0,0,61,1665,4,3,3,1,0.09292670735576569
2025-06-11 09:10:24,INFO,Login,user_82,173.249.30.216,Pune,67.55,sqlmap/1.5,Unknown,Unknown,1,9,2,0,0,82,1361,5,4,3,1,0.07368507252305007
2025-06-11 06:23:18,INFO,Auth,user_37,166.29.96.252,Bengaluru,31.26,Mozilla/5.0,Unknown,Unknown,0,6,2,0,0,32,1243,0,0,3,1,0.05200992975774332
2025-06-11 10:30:09,INFO,API,user_56,57.147.229.225,Hyderabad,53.92,Mozilla/5.0,Unknown,Unknown,0,10,2,0,0,53,2284,3,0,3,1,0.08835801069823163
2025-06-10 15:11:26,WARN,DB,user_99,128.231.217.65,Pune,19.55,python-requests/2.25.1,Unknown,SQL Injection,1,15,1,0,0,100,525,5,3,2,1,0.02408140055025032
2025-06-10 21:47:12,INFO,Login,user_62,100.5.188.181,Mumbai,81.25,sqlmap/1.5,Unknown,Unknown,1,21,1,0,0,60,30,4,4,3,1,0.05792469418390411
2025-06-10 18:33:19,INFO,WebApp,user_58,118.72.14.254,Hyderabad,55.57,sqlmap/1.5,IP Flagged,SQL Injection,1,18,1,0,0,55,357,3,4,2,1,0.06916578845221855
2025-06-10 15:40:26,INFO,API,user_23,101.60.94.242,Delhi,49.08,python-requests/2.25.1,Unknown,Unknown,0,15,1,0,0,17,41,2,3,3,1,0.08536503702192283
2025-06-11 10:17:36,INFO,Auth,user_6,122.31.31.30,Bengaluru,54.61,curl/7.79.1,Unknown,Unknown,1,10,2,0,0,57,439,0,2,3,1,0.0797501529320801
2025-06-10 12:00:49,ERROR,DB,user_91,46.167.100.37,Hyderabad,72.92,curl/7.79.1,Unknown,Unknown,1,12,1,0,0,92,2113,3,2,3,1,0.10429778963980951
2025-06-11 03:45:19,ERROR,API,user_13,102.12.132.184,Pune,95.96,python-requests/2.25.1,IP Flagged,Privilege Escalation,1,3,2,0,1,6,45,5,3,1,-1,-0.027096572319110113
2025-06-11 01:59:11,WARN,DB,user_63,148.29.165.184,Mumbai,45.8,curl/7.79.1,IP Flagged,Brute Force Attempt,1,1,2,0,1,61,894,4,2,0,1,0.009552003692598898
2025-06-11 03:39:51,ERROR,API,user_69,130.153.7.103,Mumbai,81.44,python-requests/2.25.1,Unknown,SQL Injection,1,3,2,0,1,67,562,4,3,2,1,0.04830582540650086
2025-06-10 17:15:29,ERROR,Auth,user_64,51.175.97.99,Mumbai,1.46,Nmap/7.91,Unknown,Unknown,1,17,1,0,0,62,2199,4,1,3,1,0.08130109930898999
2025-06-11 09:21:32,INFO,API,user_15,114.108.194.123,Hyderabad,81.93,python-requests/2.25.1,Unknown,Unknown,0,9,2,0,0,8,285,3,3,3,1,0.07336664135639431
2025-06-10 22:44:12,INFO,DB,user_47,75.59.61.182,Chennai,58.56,Nmap/7.91,IP Flagged,SQL Injection,1,22,1,0,0,43,2607,1,1,2,1,0.05035874041723487
2025-06-11 06:48:23,INFO,DB,user_24,148.107.98.54,Bengaluru,89.35,Mozilla/5.0,Unknown,Unknown,0,6,2,0,0,18,890,0,0,3,1,0.03601264489322564
2025-06-10 12:03:17,INFO,Auth,user_63,175.131.55.243,Hyderabad,6.51,Nmap/7.91,Unknown,Unknown,1,12,1,0,0,61,1383,3,1,3,1,0.094899073011803
2025-06-10 19:14:51,INFO,Login,user_3,74.174.160.56,Bengaluru,118.19,Nmap/7.91,Unknown,Unknown,1,19,1,0,0,24,2582,0,1,3,1,0.0447106330863577
2025-06-10 18:22:45,WARN,API,user_67,50.53.122.52,Chennai,90.09,sqlmap/1.5,IP Flagged,Privilege Escalation,1,18,1,0,0,65,2192,1,4,1,1,0.035365096600299184
2025-06-10 22:38:21,INFO,API,user_47,23.180.180.63,Chennai,109.75,sqlmap/1.5,Unknown,Unknown,1,22,1,0,0,43,1744,1,4,3,1,0.054187948191164126
2025-06-10 16:12:55,INFO,DB,user_40,139.235.146.17,Delhi,1.15,python-requests/2.25.1,Unknown,Unknown,0,16,1,0,0,36,722,2,3,3,1,0.08006953322106541
2025-06-11 02:18:19,WARN,WebApp,user_83,154.243.97.5,Mumbai,72.13,sqlmap/1.5,Unknown,Unknown,1,2,2,0,1,83,1014,4,4,3,1,0.05396374928738268
2025-06-10 13:50:29,ERROR,API,user_64,53.248.92.217,Hyderabad,46.37,curl/7.79.1,Unknown,Unknown,1,13,1,0,0,62,2234,3,2,3,1,0.12072916912060228
2025-06-11 02:59:45,WARN,Login,user_62,62.73.4.235,Chennai,26.03,sqlmap/1.5,Unknown,Unknown,1,2,2,0,1,60,2382,1,4,3,1,0.04724748358307562
2025-06-11 11:56:42,INFO,Login,user_56,42.14.55.145,Chennai,1.77,curl/7.79.1,Blocked IP,Brute Force Attempt,1,11,2,0,0,53,2042,1,2,0,1,0.004798385040613917
2025-06-11 03:45:01,INFO,Auth,user_18,99.239.193.80,Mumbai,17.14,curl/7.79.1,Unknown,Unknown,1,3,2,0,1,11,2996,4,2,3,1,0.017255183749029124
2025-06-11 09:44:44,INFO,Auth,user_68,75.225.35.204,Bengaluru,30.32,Mozilla/5.0,Unknown,Unknown,0,9,2,0,0,66,2602,0,0,3,1,0.04892872854015906
2025-06-10 21:37:59,INFO,WebApp,user_71,108.82.191.22,Mumbai,99.36,Nmap/7.91,IP Flagged,Brute Force Attempt,1,21,1,0,0,70,174,4,1,0,1,0.005375626741669026
2025-06-11 07:34:23,WARN,API,user_58,102.209.228.36,Chennai,91.5,python-requests/2.25.1,Unknown,Unknown,0,7,2,0,0,55,58,1,3,3,1,0.06355200890178136
2025-06-11 00:18:43,INFO,API,user_14,62.30.29.182,Hyderabad,117.09,curl/7.79.1,Unknown,Unknown,1,0,2,0,1,7,2376,3,2,3,1,0.016586243429080105
2025-06-10 19:50:42,INFO,API,user_62,102.164.135.171,Pune,61.17,Mozilla/5.0,Unknown,Unknown,0,19,1,0,0,60,52,5,0,3,1,0.05293437953248625
2025-06-10 17:55:48,WARN,DB,user_77,166.252.54.60,Pune,9.03,Nmap/7.91,Blocked IP,XSS,1,17,1,0,0,76,1242,5,1,4,1,0.034734495148046496
2025-06-11 07:33:44,ERROR,Auth,user_13,119.158.62.155,Delhi,4.39,curl/7.79.1,Unknown,Unknown,1,7,2,0,0,6,362,2,2,3,1,0.039589129317767036
2025-06-10 16:27:43,ERROR,API,user_26,57.217.176.170,Hyderabad,87.28,sqlmap/1.5,Unknown,Unknown,1,16,1,0,0,20,2290,3,4,3,1,0.09269314626135144
2025-06-10 13:52:44,INFO,API,user_38,88.56.39.27,Mumbai,16.72,python-requests/2.25.1,Unknown,Unknown,0,13,1,0,0,33,2819,4,3,3,1,0.06826683608536599
2025-06-10 17:33:22,INFO,Login,user_60,38.99.253.32,Hyderabad,84.17,Mozilla/5.0,Unknown,Unknown,0,17,1,0,0,58,1976,3,0,3,1,0.10494281464323868
2025-06-10 17:04:46,INFO,Login,user_44,124.21.163.254,Chennai,17.2,sqlmap/1.5,Unknown,Unknown,1,17,1,0,0,40,469,1,4,3,1,0.08114847467230324
2025-06-10 14:17:44,WARN,Auth,user_35,124.217.9.2,Mumbai,80.23,Nmap/7.91,Unknown,Unknown,1,14,1,0,0,30,470,4,1,3,1,0.10436857640408248
2025-06-10 14:31:25,INFO,Auth,user_2,129.102.217.138,Delhi,76.64,curl/7.79.1,Unknown,Privilege Escalation,1,14,1,0,0,13,533,2,2,1,1,0.05632594410642511
2025-06-11 01:09:42,ERROR,Auth,user_74,142.226.203.67,Mumbai,69.1,Nmap/7.91,Unknown,Unknown,1,1,2,0,1,73,791,4,1,3,1,0.06643324205730583
2025-06-11 02:07:48,INFO,DB,user_83,20.111.149.38,Mumbai,16.57,Mozilla/5.0,Unknown,Unknown,0,2,2,0,1,83,1689,4,0,3,1,0.038084629570320994
2025-06-11 11:39:10,INFO,DB,user_28,169.219.194.110,Pune,15.4,Mozilla/5.0,Unknown,Unknown,0,11,2,0,0,22,1276,5,0,3,1,0.049025832362607935
2025-06-11 07:26:02,INFO,DB,user_28,54.211.174.224,Delhi,30.22,python-requests/2.25.1,Unknown,Unknown,0,7,2,0,0,22,2246,2,3,3,1,0.08572192655657718
2025-06-11 03:14:48,INFO,API,user_17,104.78.104.232,Chennai,104.9,curl/7.79.1,Unknown,SQL Injection,1,3,2,0,1,10,104,1,2,2,1,0.004290416412022657
2025-06-11 09:17:33,WARN,Login,user_56,111.116.58.209,Pune,23.29,Nmap/7.91,Quarantined file,Brute Force Attempt,1,9,2,0,0,53,229,5,1,0,1,0.007041907969286609
2025-06-11 02:01:59,ERROR,DB,user_3,11.82.200.25,Hyderabad,109.09,Nmap/7.91,Unknown,Unknown,1,2,2,0,1,24,210,3,1,3,1,0.04394281661128052
2025-06-10 23:59:32,WARN,Login,user_91,122.51.67.203,Bengaluru,69.85,Nmap/7.91,Unknown,Unknown,1,23,1,0,1,92,442,0,1,3,-1,-0.03662562512762224
2025-06-10 18:57:06,INFO,WebApp,user_15,137.158.71.138,Bengaluru,87.3,curl/7.79.1,Unknown,Unknown,1,18,1,0,0,8,677,0,2,3,1,0.06987645941870535
2025-06-11 06:22:13,ERROR,Auth,user_47,96.247.163.237,Hyderabad,73.34,Mozilla/5.0,Unknown,Unknown,0,6,2,0,0,43,2939,3,0,3,1,0.05257791169063175
2025-06-11 11:18:49,INFO,Auth,user_6,102.40.82.62,Bengaluru,10.76,Mozilla/5.0,Unknown,Unknown,0,11,2,0,0,57,62,0,0,3,1,0.02655472828517147
2025-06-11 06:18:47,INFO,Login,user_38,73.147.147.18,Pune,14.77,Mozilla/5.0,Unknown,Unknown,0,6,2,0,0,33,2562,5,0,3,1,0.027482078884722316
2025-06-11 06:57:53,WARN,Auth,user_15,104.21.152.17,Pune,20.22,curl/7.79.1,Unknown,Unknown,1,6,2,0,0,8,91,5,2,3,1,0.028234457949661174
2025-06-10 20:35:14,WARN,API,user_21,132.109.190.44,Delhi,3.17,Mozilla/5.0,Unknown,Unknown,0,20,1,0,0,15,596,2,0,3,1,0.04410977464493393
2025-06-11 04:12:12,INFO,Login,user_75,61.15.59.143,Mumbai,106.97,python-requests/2.25.1,Unknown,Unknown,0,4,2,0,1,74,2351,4,3,3,1,0.055726666157457805
2025-06-11 07:55:44,INFO,API,user_34,165.19.147.109,Bengaluru,53.97,python-requests/2.25.1,Unknown,SQL Injection,1,7,2,0,0,29,1225,0,3,2,1,0.052484678667128914
2025-06-11 04:12:42,INFO,WebApp,user_72,74.133.160.247,Chennai,25.82,curl/7.79.1,Unknown,Unknown,1,4,2,0,1,71,2580,1,2,3,1,0.05868672799206398
2025-06-11 00:14:30,INFO,Login,user_23,136.188.209.176,Bengaluru,29.63,Mozilla/5.0,Unknown,Unknown,0,0,2,0,1,17,666,0,0,3,-1,-0.001352535644928099
2025-06-11 05:32:50,ERROR,API,user_51,66.238.57.3,Hyderabad,14.39,Mozilla/5.0,Quarantined file,Privilege Escalation,1,5,2,0,1,48,2440,3,0,1,-1,-0.013383344116359885
2025-06-11 06:03:35,WARN,DB,user_49,22.113.28.45,Mumbai,52.76,sqlmap/1.5,Blocked IP,Brute Force Attempt,1,6,2,0,0,45,1730,4,4,0,1,0.01661279545089145
2025-06-10 23:05:56,WARN,DB,user_6,129.182.17.239,Chennai,57.22,python-requests/2.25.1,Unknown,Unknown,0,23,1,0,1,57,540,1,3,3,1,0.0018956522887150218
2025-06-11 05:22:24,INFO,API,user_20,110.132.189.201,Hyderabad,91.88,python-requests/2.25.1,Unknown,Unknown,0,5,2,0,1,14,215,3,3,3,1,0.04142162471964983
2025-06-10 17:51:00,INFO,WebApp,user_64,12.255.215.12,Mumbai,62.03,Mozilla/5.0,Unknown,Unknown,0,17,1,0,0,62,384,4,0,3,1,0.09053673365815373
2025-06-10 19:36:41,WARN,Login,user_99,90.237.203.115,Bengaluru,65.31,Nmap/7.91,Unknown,Brute Force Attempt,1,19,1,0,0,100,2851,0,1,0,-1,-0.0060487765982123465
2025-06-11 04:38:06,INFO,Login,user_99,185.219.227.50,Hyderabad,19.67,sqlmap/1.5,Unknown,Unknown,1,4,2,0,1,100,1554,3,4,3,1,0.02848380832567521
2025-06-10 14:22:52,INFO,Login,user_2,39.71.241.25,Delhi,77.02,curl/7.79.1,Unknown,Brute Force Attempt,1,14,1,0,0,13,1995,2,2,0,1,0.049601281265433506
2025-06-10 20:05:59,ERROR,Login,user_80,143.146.70.201,Mumbai,65.84,curl/7.79.1,Unknown,Unknown,1,20,1,0,0,80,799,4,2,3,1,0.10692989382563295
2025-06-10 17:21:22,INFO,WebApp,user_73,143.185.32.41,Mumbai,59.04,curl/7.79.1,Unknown,SQL Injection,1,17,1,0,0,72,807,4,2,2,1,0.09691672301818222
2025-06-11 10:42:44,INFO,DB,user_32,40.152.45.131,Mumbai,107.8,curl/7.79.1,Unknown,Unknown,1,10,2,0,0,27,2005,4,2,3,1,0.08177621697758758
2025-06-11 01:41:11,INFO,API,user_23,39.246.253.120,Chennai,70.63,Mozilla/5.0,Unknown,Unknown,0,1,2,0,1,17,1991,1,0,3,1,0.038152835848049405
2025-06-11 05:27:28,INFO,Auth,user_7,21.144.79.147,Delhi,9.77,Mozilla/5.0,Blocked IP,Brute Force Attempt,1,5,2,0,1,68,1710,2,0,0,-1,-0.018882843609536626
2025-06-11 02:18:11,WARN,DB,user_61,191.160.235.11,Bengaluru,61.14,sqlmap/1.5,Unknown,Unknown,1,2,2,0,1,59,1662,0,4,3,1,0.04356474779392283
2025-06-10 20:42:44,ERROR,Auth,user_13,54.185.185.249,Delhi,83.01,curl/7.79.1,Unknown,Unknown,1,20,1,0,0,6,2244,2,2,3,1,0.09009911689488581
2025-06-10 19:27:28,INFO,API,user_41,26.181.130.216,Pune,43.34,python-requests/2.25.1,IP Flagged,SQL Injection,1,19,1,0,0,37,1786,5,3,2,1,0.0784991889243491
2025-06-10 23:13:17,WARN,WebApp,user_98,152.193.136.106,Delhi,62.13,python-requests/2.25.1,Unknown,Unknown,0,23,1,0,1,99,971,2,3,3,-1,-0.006436138446110462
2025-06-11 07:58:56,INFO,API,user_24,134.202.19.53,Bengaluru,7.71,python-requests/2.25.1,Blocked IP,SQL Injection,1,7,2,0,0,18,633,0,3,2,1,0.014089504554976706
2025-06-11 09:29:25,WARN,WebApp,user_99,189.152.223.51,Chennai,80.65,python-requests/2.25.1,Unknown,Unknown,0,9,2,0,0,100,1614,1,3,3,1,0.060893115025871025
2025-06-10 20:21:23,INFO,Login,user_9,188.135.113.45,Delhi,39.94,sqlmap/1.5,Unknown,Unknown,1,20,1,0,0,90,1596,2,4,3,1,0.08883215065160666
2025-06-11 09:01:54,INFO,WebApp,user_71,67.10.244.141,Bengaluru,15.64,Mozilla/5.0,Unknown,Unknown,0,9,2,0,0,70,2448,0,0,3,1,0.0464330283270562
2025-06-10 22:49:18,WARN,Auth,user_75,32.18.107.154,Delhi,41.77,Nmap/7.91,Unknown,Unknown,1,22,1,0,0,74,1880,2,1,3,1,0.09349191993922323
2025-06-11 08:56:43,INFO,API,user_4,102.15.47.152,Chennai,47.89,Mozilla/5.0,Unknown,Privilege Escalation,1,8,2,0,0,35,49,1,0,1,1,0.00729705336675468
2025-06-10 18:30:48,WARN,API,user_79,163.94.7.49,Bengaluru,32.45,Nmap/7.91,Unknown,SQL Injection,1,18,1,0,0,78,1205,0,1,2,1,0.05865601042960278
2025-06-11 03:50:44,WARN,Login,user_38,56.213.174.150,Mumbai,116.73,curl/7.79.1,Unknown,Unknown,1,3,2,0,1,33,2276,4,2,3,1,0.0501512852413909
2025-06-10 22:49:19,ERROR,WebApp,user_51,126.90.5.82,Delhi,117.52,Mozilla/5.0,Unknown,Unknown,0,22,1,0,0,48,503,2,0,3,1,0.03527159383414025
2025-06-10 17:57:37,WARN,Login,user_36,41.44.126.220,Pune,104.17,Nmap/7.91,Unknown,Unknown,1,17,1,0,0,31,2037,5,1,3,1,0.08085174296164904
2025-06-10 20:03:40,INFO,API,user_92,130.196.31.251,Hyderabad,16.44,sqlmap/1.5,Unknown,Brute Force Attempt,1,20,1,0,0,93,567,3,4,0,-1,-0.00400290387125124
2025-06-10 23:04:10,WARN,API,user_8,108.125.216.128,Hyderabad,73.36,Mozilla/5.0,Unknown,Unknown,0,23,1,0,1,79,156,3,0,3,-1,-0.029232508609159935
2025-06-10 17:59:28,INFO,Login,user_26,153.222.160.249,Chennai,80.01,Nmap/7.91,Blocked IP,SQL Injection,1,17,1,0,0,20,995,1,1,2,1,0.08055880016078315
2025-06-10 20:27:42,WARN,WebApp,user_87,190.169.139.153,Bengaluru,12.41,curl/7.79.1,Unknown,Unknown,1,20,1,0,0,87,1649,0,2,3,1,0.06692458054340256
